show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,description_es
s4199,Movie,All of You,Dan Villegas,"Jennylyn Mercado, Derek Ramsay, Yayo Aguila, Kean Cipriano, Nico Antonio, Enzo Marcos, Via Antonio, Hannah Ladesma",Philippines,"January 11, 2019",2017,TV-MA,104 min,"Comedies, Dramas, International Movies","Two strangers meet on a dating app and experience instant chemistry, but their relationship unravels as jarring differences catch up to them.","Dos extraños se reúnen en una aplicación de citas y experimentan una química instantánea, pero su relación se desvanece cuando las diferencias discordantes les ponen al día."
s2442,Movie,What's Up?,Izidore K. Musallam,"Hisham Abdulrahman, Turki Al-Yusuf, Mais Hamdan, Khaled Sami, Mishal Al-Mutairi, Hind Muhamed","Saudi Arabia, United Arab Emirates","June 2, 2020",2006,TV-PG,95 min,"Comedies, Dramas, International Movies","Flirting with modernity, a young woman must keep her new romance a secret from her conservative brother, who plans to keep her in line with tradition.","Al coquetear con la modernidad, una mujer joven debe mantener a su nuevo romance en secreto de su hermano conservador, que planea mantenerla en línea con la tradición."
s4126,TV Show,The Last of the Schmucks,,"Chico, Ahmed Mekky, Hesham Maged, Bayoumi Fouad, Dina El-Sherbiny",Egypt,"February 7, 2019",2017,TV-MA,1 Season,"International TV Shows, TV Comedies","The year is 2041 and a dispute between a man and his wife has set the human race back. In this battle of the sexes, the primitive life isn't so simple.","El año es 2041 y una disputa entre un hombre y su esposa ha retrasado la raza humana.En esta batalla de los sexos, la vida primitiva no es tan simple."
s2958,Movie,Hum Aapke Hain Koun,Sooraj R. Barjatya,"Madhuri Dixit, Salman Khan, Mohnish Bahl, Renuka Shahane, Anupam Kher, Reema Lagoo, Alok Nath, Bindu",India,"February 1, 2020",1994,TV-14,193 min,"Classic Movies, Dramas, International Movies","Although Nisha falls for Prem, she agrees to marry his older brother for the good of their families. But fate may have other plans for the lovebirds.","Aunque Nisha se enamora de Prem, ella acepta casarse con su hermano mayor por el bien de sus familias.Pero el destino puede tener otros planes para los tortolitos."
s5943,Movie,A Stoning in Fulham County,Larry Elikann,"Ken Olin, Jill Eikenberry, Maureen Mueller, Gregg Henry, Nicholas Pryor, Noble Willingham, Peter Michael Goetz, Ron Perlman, Theodore Bikel, Olivia Burnette, Bill Allen, Brad Pitt",United States,"October 1, 2011",1988,TV-14,95 min,Dramas,"After reckless teens kill an Amish child, a prosecutor attempts to bring the youths to justice despite the condemnation he faces from the community.","Después de que los adolescentes imprudentes matan a un niño Amish, un fiscal intenta llevar a los jóvenes ante la justicia a pesar de la condena que enfrenta de la comunidad."
s4111,Movie,The Breaker Upperers,"Jackie van Beek, Madeleine Sami","Madeleine Sami, Jackie van Beek, James Rolleston, Celia Pacquola, Ana Scotney, Rima Te Wiata, Carl Bland, Brett O'Gorman, Cohen Holloway, Jemaine Clement",New Zealand,"February 15, 2019",2018,TV-MA,82 min,"Comedies, Independent Movies, International Movies","For the right price, BFFs Jen and Mel will ruthlessly end any romance. But when one of them grows a conscience, their friendship begins to unravel.","Por el precio correcto, BFFS Jen y Mel terminarán despiadadamente cualquier romance.Pero cuando uno de ellos crece una conciencia, su amistad comienza a desmoronarse."
s5104,TV Show,La Mante,,"Carole Bouquet, Fred Testot, Pascal Demolon, Manon Azem, Frédérique Bel, Élodie Navarre, Jacques Weber",France,"December 29, 2017",2017,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas","Decades after her capture, a serial killer offers to help solve a string of copycat murders – but only if her son, now a cop, will work by her side.","Décadas después de su captura, un asesino en serie ofrece ayudar a resolver una serie de asesinatos de imitación, pero solo si su hijo, ahora un policía, funcionará a su lado."
s8114,Movie,Suckseed,Chayanop Boonprakob,"Jirayu La-ongmanee, Pachara Chirathivat, Nattasha Nauljam, Thawat Pornrattanaprasert",Thailand,"September 5, 2018",2011,TV-MA,130 min,"Comedies, International Movies, Music & Musicals","When his boyhood crush Ern returns, Ped forms a band with his friend to impress her. Romantic rivalries bloom after the talented Ern joins the group.","Cuando su aplastamiento de la infancia, Ern regresa, PED forma una banda con su amiga para impresionarla.Las rivalidades románticas florecen después de que el talentoso Ern se une al grupo."
s6977,TV Show,History's Greatest Hoaxes,,,Australia,"July 12, 2019",2016,TV-PG,1 Season,"British TV Shows, Docuseries","Using previously unseen footage, this documentary series offers new insights into some of the biggest scams and forgeries in human history.","Usando imágenes previamente invisibles, esta serie documental ofrece nuevas ideas sobre algunas de las estafas y falsificaciones más grandes de la historia humana."
s3078,Movie,Aaviri,Ravi Babu,"Ravi Babu, Neha Chauhan, Sri Muktha, Bharani Shankar, Mukhtar Khan, Priya",India,"December 31, 2019",2019,TV-14,110 min,"Horror Movies, International Movies, Thrillers","After losing their first child in an accident, a couple moves to a palatial home, where their young daughter comes under the spell of an eerie spirit.","Después de perder a su primer hijo en un accidente, un par se muda a una casa palaciega, donde su pequeña hija viene bajo el hechizo de un espíritu misterioso."
s8335,TV Show,The Great Train Robbery,,"Luke Evans, Jim Broadbent, Paul Anderson, Martin Compston, Neil Maskell, Jack Roth, George Costigan, Robert Glenister, Nick Moran, Tim Pigott-Smith, James Fox, James Wilby, Jack Gordon, Nicholas Murchie, Del Synnott, Richard Hope, John Salthouse",United Kingdom,"March 31, 2017",2013,NR,1 Season,"British TV Shows, Crime TV Shows, International TV Shows","This two-part tale delivers the true story of the Great Train Robbery of 1963, the biggest one in England's history.","Esta historia de dos partes ofrece la verdadera historia del gran robo de trenes de 1963, el más grande en la historia de Inglaterra."
s5479,Movie,Laerte-se,"Lygia Barbosa da Silva, Eliane Brum",Laerte Coutinho,Brazil,"May 19, 2017",2017,TV-MA,101 min,"Documentaries, International Movies, LGBTQ Movies","After living as a man for nearly 60 years, Laerte Coutinho, one of Brazil's most brilliant cartoonists, introduces herself to the world as a woman.","Después de vivir como hombre durante casi 60 años, Latete Coutinho, uno de los dibujantes más brillantes de Brasil, se presenta al mundo como mujer."
s4631,Movie,Quincy,"Rashida Jones, Alan Hicks",Quincy Jones,United States,"September 21, 2018",2018,TV-MA,124 min,"Documentaries, Music & Musicals","This documentary profiles music and culture icon Quincy Jones, offering unprecedented access to his private life and stories from his unparalleled career.","Este documental perfila el ícono de la música y la cultura Quincy Jones, que ofrece acceso sin precedentes a su vida privada e historias de su carrera incomparable."
s1560,TV Show,The Mess You Leave Behind,,"Inma Cuesta, Bárbara Lennie, Tamar Novas, Arón Piper, Roberto Enríquez, Roque Ruíz, Isabel Garrido, Fede Pérez, Alfonso Agra, Susana Dans, Xavier Estévez, Xosé Antonio Touriñán, María Tasende, Camila Bossa, María Costas, Abril Zamora, Chelo Falcón, Ana Santos, Mela Casal, César Cambeiro",Spain,"December 11, 2020",2020,TV-MA,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Dramas",A teacher starts her job at a high school but is haunted by a suspicious death that occurred there weeks before... and begins fearing for her own life.,"Una maestra comienza su trabajo en una escuela secundaria, pero está atormentada por una muerte sospechosa que ocurrió allí semanas antes ... y comienza a temer por su propia vida."
s719,Movie,Life of Crime,Daniel Schechter,"Jennifer Aniston, Mos Def, Isla Fisher, Will Forte, Mark Boone Junior, Tim Robbins, John Hawkes, Clea Lewis, Charlie Tahan, Kevin Corrigan",United States,"June 15, 2021",2013,R,101 min,"Comedies, Independent Movies","After two small-time crooks kidnap and ransom a rich businessman's wife, they discover a flaw in their plan: Her cheating husband doesn't want her back.","Después de dos pequeños delincuentes secuestrados y rescatar a la esposa de un rico hombre de negocios, descubren un defecto en su plan: su marido infiel no la quiere de regreso."
s8095,TV Show,Stone Age,,"Samantha Moon, Nancy Kim, Jacqueline Youn, Mike Yantzi, Anna Paik, Matt Anipen, Josh Schwartzentruber",South Korea,"July 1, 2019",2017,TV-Y7,1 Season,"Kids' TV, Korean TV Shows","Woody sets out to become the Stone Age's best animal trainer with a little help from his faithful pet dinosaur, Moga.","Woody se prepara para convertirse en el mejor entrenador de animales de la Edad de Piedra con un poco de ayuda de su fiel dinosaurio mascota, Moga."
s3979,Movie,Oversize Cops,"Chanon Yingyong, Phuwanit Pholdee","Sarun Cinsuvapala, Pramote Pathan, Suphachai Subprasert, Somyos Matures, Supavitch Nepremwattana, Nachjaree Horvejkul, Jatupone Chompoonich, Chertsak Pratumseesakhon",Thailand,"March 23, 2019",2017,TV-MA,100 min,"Action & Adventure, Comedies, International Movies","While investigating a bank robbery, a squad of overweight police officers undergoes rigorous training to shed pounds.","Mientras investiga un robo bancario, un escuadrón de policías con sobrepeso se somete a una rigurosa capacitación para arrojar libras."
s4608,Movie,Theeya Velai Seyyanum Kumaru,Sundar C.,"Siddarth, Santhanam, Hansika Motwani, Ganesh Venkatraman, RJ Balaji, Bosskey, Manobala, Chitra Lakshmanan",India,"October 1, 2018",2013,TV-PG,132 min,"Comedies, International Movies, Music & Musicals","When shy Kumar gets stuck on the losing end of a love triangle, the Love Doctor, Mokia, has a strategy for Kumar to win the love of his life.","Cuando el tímido Kumar se atasca en el extremo perdedor de un triángulo amoroso, el Doctor del Amor, Mokia, tiene una estrategia para que Kumar gane el amor de su vida."
s5423,TV Show,Pac-Man and the Ghostly Adventures,,"Erin Mathews, Sam Vincent, Andrea Libman, Ashleigh Ball, Ian James Corlett, Brian Drummond, Lee Tockar, Matt Hill","United States, Japan, Canada","June 20, 2017",2014,TV-Y7,2 Seasons,"Kids' TV, TV Comedies",Teenage Pac and his loyal crew face the ups and downs of adolescence while protecting Pac-World from a ghostly army led by the evil Betrayus.,La adolescente Pac y su leal tripulación enfrentan los altibajos de la adolescencia mientras protegen a Pac-World de un ejército fantasmal dirigido por el malvado traición.
s4020,Movie,Everything About Her,Joyce Bernal,"Angel Locsin, Xian Lim, Vilma Santos, Michael De Mesa, Nonie Buencamino, Khalil Ramos, Devon Seron, Alexa Ilacad, Nor Domingo, Robert Villar",Philippines,"March 14, 2019",2016,TV-MA,127 min,"Comedies, Dramas, International Movies",A hard-driving real estate tycoon who becomes ill with cancer hires a medical caretaker who helps her begin to mend fences with her estranged son.,Un magnate de bienes raíces que conduce duro que se enferma con cáncer contrata a un cuidador médico que la ayuda a comenzar a reparar las cercas con su hijo separado.
s6465,Movie,Chhota Bheem Kungfu Dhamaka,"Rajiv Chilaka, Binayak Das","Sonal Kaushal, Rupa Bhimani, Jigna Bharadhwaj, Sabina Malik, Julie Tejwani, Rajesh Kava, Vaibhav Thakkar, Samriddhi Shuklaa, Aditya Raj Sharma, Vinod Kulkarni",India,"August 15, 2019",2019,TV-Y7,112 min,Children & Family Movies,Chhota Bheem is in China for a martial arts competition but his real challenge: to save the emperor’s daughter from being kidnapped by the villain Zuhu!,"Chhota Bheem está en China para una competencia de artes marciales, pero su verdadero desafío: ¡salvar a la hija del emperador de ser secuestrada por el villano Zuhu!"
s170,Movie,Poseidon,Wolfgang Petersen,"Josh Lucas, Kurt Russell, Jacinda Barrett, Richard Dreyfuss, Emmy Rossum, Mía Maestro, Mike Vogel, Kevin Dillon, Freddy Rodríguez",United States,"September 1, 2021",2006,PG-13,98 min,"Action & Adventure, Dramas","A tidal wave spells disaster for a ship of New Year's Eve revelers when it capsizes the mammoth vessel, sending passengers into a battle for survival.","Una ola de marea explica un desastre para un barco de juerguistas de Nochevieja cuando volcea el gigantesco buque, enviando a los pasajeros a una batalla por la supervivencia."
s8020,Movie,Silicon Cowboys,Jason Cohen,,United States,"April 1, 2017",2016,TV-PG,77 min,Documentaries,"This documentary tells the story of Compaq Computer and its three founders, who in 1982, took on Goliath IBM at the height of its PC dominance.","Este documental cuenta la historia de Compaq Computer y sus tres fundadores, que en 1982 se enfrentaron a Goliath IBM en el apogeo de su dominio de PC."
s5345,Movie,Message from the King,Fabrice Du Welz,"Chadwick Boseman, Luke Evans, Teresa Palmer, Alfred Molina, Natalie Martinez, Tom Felton, Dale Dickey, Sibongile Mlambo","United Kingdom, France, Belgium, United States","August 4, 2017",2017,R,103 min,"Independent Movies, Thrillers","On a relentless quest to avenge his sister's murder, a man from Cape Town infiltrates a sprawling network of lowlifes and elites in Los Angeles.","En una implacable búsqueda para vengar el asesinato de su hermana, un hombre de Ciudad del Cabo se infiltra en una red de bajo volumen y élites en Los Ángeles."
s5742,TV Show,Trailer Park Boys: Out of the Park: Europe,,"Mike Smith, John Paul Tremblay, Robb Wells",Canada,"October 28, 2016",2016,TV-MA,1 Season,"International TV Shows, TV Comedies","The Trailer Park Boys are thrilled to get a free trip to Europe, until they arrive and learn about their corporate sponsor's unusual requirements.","Los chicos del parque de trailer están encantados de obtener un viaje gratuito a Europa, hasta que lleguen y aprendan sobre los requisitos inusuales de su patrocinador corporativo."
s4149,Movie,Love Off the Cuff,Pang Ho-cheung,"Miriam Chin Wah Yeung, Shawn Yue, Paul Chun, Jiang Mengjie, Wang Xiao Chen, Siu Yam Yam, Kwok Cheung Tsang, Toby Lee, Dada Chan, Hugo Ng","China, Hong Kong","January 31, 2019",2017,TV-MA,120 min,"Comedies, Dramas, International Movies",Cherie and Jimmy's relationship is in a rut – until Cherie's estranged father shows up and a woman from Jimmy's past shows up with a hidden agenda.,"La relación de Cherie y Jimmy está en una rutina, hasta que aparece el padre separado de Cherie y una mujer del pasado de Jimmy aparece con una agenda oculta."
s6134,Movie,American Anarchist,Charlie Siskel,William Powell,United States,"June 23, 2017",2016,TV-MA,81 min,Documentaries,"This documentary profiles William Powell, who wrote the ""The Anarchist Cookbook"" in the early 1970s and spent his later life regretting his actions.","Este documental perfila a William Powell, quien escribió el ""Libro de cocina anarquista"" a principios de la década de 1970 y pasó su vida posterior lamentando sus acciones."
s5352,Movie,Handsome Devil,John Butler,"Fionn O'Shea, Nicholas Galitzine, Andrew Scott, Michael McElhatton, Moe Dunford, Ruairí O'Connor, Jay Duffy, Mark Lavery, Jamie Hallahan, Ardal O'Hanlon, Amy Huberman",Ireland,"August 1, 2017",2016,TV-MA,95 min,"Comedies, Dramas, International Movies","A self-described outsider is sent to a rugby-obsessed boarding school, where he forms an unexpected bond with the star player.","Se envía un extraño autodenominado a un internado obsesionado con el rugby, donde forma un vínculo inesperado con el jugador estrella."
s829,Movie,Collateral Beauty,David Frankel,"Will Smith, Edward Norton, Kate Winslet, Michael Peña, Helen Mirren, Naomie Harris, Keira Knightley, Jacob Latimore, Ann Dowd, Liza Colón-Zayas",United States,"May 28, 2021",2016,PG-13,97 min,Dramas,An advertising executive wrestling with grief finds meaning by writing letters to unconventional recipients as caring colleagues plot a ruse.,Una lucha ejecutiva de publicidad con dolor encuentra significado al escribir cartas a los destinatarios no convencionales mientras colegas cariñosos trazan una artimaña.
s7512,Movie,Mortified Nation,Michael Mayer,,United States,"February 1, 2018",2013,TV-MA,84 min,Documentaries,"This comic documentary follows the Mortified movement, a series of stage events where adults share awkward childhood moments in front of strangers.","Este documental cómico sigue a Mortified Movement, una serie de eventos escénicos donde los adultos comparten momentos infantiles incómodos frente a extraños."
s3863,Movie,Despite Everything,Gabriela Tagliavini,"Blanca Suárez, Macarena García, Amaia Salamanca, Belén Cuesta, Maxi Iglesias, Juan Diego, Joaquín Climent, Carlos Bardem, Emilio Gutiérrez Caba, Tito Valverde, Teresa Rabal, Rossy de Palma, Marisa Paredes",Spain,"May 3, 2019",2019,TV-MA,79 min,"Comedies, International Movies, Romantic Movies","After their mother's death, four sisters learn a shocking family secret and embark on an adventure to discover the truth about their genealogy.","Después de la muerte de su madre, cuatro hermanas aprenden un impactante secreto familiar y se embarcan en una aventura para descubrir la verdad sobre su genealogía."
s6798,Movie,Fred Claus,David Dobkin,"Vince Vaughn, Paul Giamatti, John Michael Higgins, Miranda Richardson, Rachel Weisz, Kathy Bates, Trevor Peacock, Ludacris, Elizabeth Banks",United States,"January 1, 2021",2007,PG,115 min,"Children & Family Movies, Comedies",The holiday season is ruined for Santa Claus when his cranky older brother – a repo man with a sizable rap sheet – visits him at the North Pole.,"La temporada de vacaciones se arruina para Santa Claus cuando su malhumoroso hermano mayor, un hombre de repositorio con una hoja de valor considerable, lo visita en el Polo Norte."
s1140,Movie,The Stepfather,Nelson McCormick,"Dylan Walsh, Sela Ward, Penn Badgley, Amber Heard, Sherry Stringfield, Paige Turco, Jon Tenney, Nancy Linehan Charles, Marcuis Harris, Braeden Lemasters, Deirdre Lovejoy",United States,"April 1, 2021",2009,PG-13,102 min,"Horror Movies, Thrillers",A series of mysterious events makes a teenager suspect that his mother's new boyfriend may be a dangerous serial killer known for preying on families.,Una serie de eventos misteriosos hace que un adolescente sospeche que el nuevo novio de su madre puede ser un asesino en serie peligroso conocido por aprovecharse de las familias.
s3144,Movie,Luck by Chance,Zoya Akhtar,"Farhan Akhtar, Konkona Sen Sharma, Rishi Kapoor, Dimple Kapadia, Isha Sharvani, Sanjay Kapoor, Juhi Chawla, Hrithik Roshan, Alyy Khan, Sheeba Chaddha",India,"December 15, 2019",2009,TV-14,156 min,"Dramas, International Movies, Romantic Movies","When Vikram gets tapped to play the male lead in a Bollywood film, he can't believe his luck. But it may ruin his relationship with his girlfriend.","Cuando Vikram es golpeado para interpretar al protagonista masculino en una película de Bollywood, no puede creer su suerte.Pero puede arruinar su relación con su novia."
s1370,Movie,Finding ‘Ohana,Jude Weng,"Kea Peahu, Alex Aiono, Lindsay Watson, Owen Vaccaro, Kelly Hu, Branscombe Richmond, Ke Huy Quan, Brad Kalilimoku, Chris Parnell, Marc Evan Jackson, Ricky Garcia",United States,"January 29, 2021",2021,PG,123 min,"Children & Family Movies, Comedies","In Oʻahu for the summer, two siblings from Brooklyn connect with their Hawaiian heritage — and their family — on a daring quest for long-lost treasure.","En Oʻahu durante el verano, dos hermanos de Brooklyn se conectan con su herencia hawaiana, y su familia, en una audaz búsqueda de un tesoro perdido hace mucho tiempo."
s7754,Movie,Playing Hard,Jean-Simon Chartier,,"Canada, United States","April 5, 2019",2018,TV-MA,92 min,"Documentaries, International Movies","Step inside the Ubisoft offices, and follow designer Jason VandenBerghe's fight to create the video game ""For Honor"" over four years.","Entra en las oficinas de Ubisoft y siga la lucha del diseñador Jason Vandenberghe para crear el videojuego ""para honor"" durante cuatro años."
s4193,Movie,Revenger,Lee Seung-won,"Bruce Khan, Park Hee-soon, Yoon Jin-seo, Kim In-kwon, Kim Na-yeon, Park Cheol-min, Jeon Soo-jin, Kim Jae-hyun, Choi Je-heon",South Korea,"January 15, 2019",2018,TV-MA,102 min,"Action & Adventure, International Movies","Hell-bent on avenging the murder of his family, a former detective infiltrates a remote island that serves as a prison for vicious death row criminals.","El infierno se empeñó en vengar el asesinato de su familia, un ex detective se infiltra en una isla remota que sirve como prisión para criminales viciosos condenados de muerte."
s4393,Movie,May the Devil Take You,Timo Tjahjanto,"Chelsea Islan, Pevita Pearce, Samo Rafael, Karina Suwandhi, Ray Sahetapy, Ruth Marini, Hadijah Shahab, Clara Bernadeth, Kinaryosih, Nicole Rossi",Indonesia,"November 15, 2018",2018,TV-MA,111 min,"Horror Movies, International Movies","Hoping to find answers to her estranged father's mysterious illness, a young woman visits his old villa and uncovers a horrifying truth from the past.","Con la esperanza de encontrar respuestas a la misteriosa enfermedad de su padre separado, una joven visita su vieja villa y descubre una verdad horrible del pasado."
s624,Movie,Mommy Issues,Jose Javier Reyes,"Pokwang, Sue Ramirez, Jerome Ponce, Ryan Bang, Gloria Diaz",,"June 30, 2021",2021,TV-MA,90 min,"Comedies, Dramas, International Movies",Close quarters and new romances add trouble to the rocky relationship between a high-strung young woman and her demanding mother.,Los cuartos cercanos y los nuevos romances agregan problemas a la relación rocosa entre una mujer joven alta y su exigente madre.
s8797,TV Show,Yunus Emre,,"Gökhan Atalay, Payidar Tüfekçioglu, Baran Akbulut, Mehmet Çepiç, Seda Tosun, Mehmet Ali Tuncer, Asuman Çakır, Müge Uyar, Rüzgar Aksoy, Ergun Taş, Sedat Erdiş, Ahmet Talay, Umut Tanyolu, Murat Ercanlı, Birand Tunca, Atilla Kiliç, Saygin Asan, Emrah Girgin",Turkey,"January 17, 2017",2016,TV-PG,2 Seasons,"International TV Shows, TV Dramas","During the Mongol invasions, Yunus Emre leaves his home to travel across the Ottoman Empire, defying hardships and temptations to become a dervish.","Durante las invasiones mongolas, Yunus Emre deja su hogar para viajar a través del Imperio Otomano, desafiando las dificultades y las tentaciones para convertirse en un derviche."
s4688,TV Show,Take My Brother Away,Han Qing,"Sun Qian, Joseph Zeng, Lv Xiao Yu, Hu Yong Tao, Wang Xu Dong, Ma Bai Quan",China,"August 24, 2018",2018,TV-14,1 Season,"International TV Shows, TV Comedies, TV Dramas","Bickering siblings Shi Miao and Shi Fen tackle friendship matters, school drama and the pitfalls of growing up with little parental supervision.","Los hermanos de disputas Shi Miao y Shi Fen abordan asuntos de amistad, drama escolar y las trampas de crecer con poca supervisión de los padres."
s1058,TV Show,Dad Stop Embarrassing Me!,,"Jamie Foxx, David Alan Grier, Kyla-Drew, Porscha Coleman, Jonathan Kite, Heather Hemmens, Valente Rodriguez",United States,"April 14, 2021",2021,TV-14,1 Season,TV Comedies,A single dad and cosmetics brand owner figures out fatherhood on the fly when his strong-minded teen daughter moves in with him.,Un padre soltero y propietario de la marca de cosméticos descubre la paternidad sobre la marcha cuando su hija adolescente de mente fuerte se muda con él.
s3028,Movie,Leslie Jones: Time Machine,"David Benioff, D.B. Weiss",Leslie Jones,United States,"January 14, 2020",2020,TV-MA,66 min,Stand-Up Comedy,"From trying to seduce Prince to battling sleep apnea, Leslie Jones traces her evolution as an adult in a joyfully raw and outrageous stand-up special.","Desde tratar de seducir a Prince hasta luchar contra la apnea del sueño, Leslie Jones rastrea su evolución como adulto en un especial de pie alegremente crudo e escandaloso."
s4849,TV Show,Something in the Rain,,"Son Ye-jin, Jung Hae-in, Jang So-yeon",South Korea,"May 26, 2018",2018,TV-MA,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows","Reunited with her best friend’s younger brother, who’s back from a stint abroad, a recently dumped career woman begins to see him in a new light.","Se reunió con el hermano menor de su mejor amigo, que ha regresado de un período en el extranjero, una mujer de carrera recientemente abandonada comienza a verlo bajo una nueva luz."
s4903,Movie,Toc Toc,Vicente Villanueva,"Paco León, Alexandra Jiménez, Rossy de Palma, Nuria Herrero, Adrián Lastra, Oscar Martínez, Inma Cuevas, Ana Rujas, Carolina Lapausa",Spain,"May 1, 2018",2017,TV-MA,96 min,"Comedies, International Movies","A group of patients with OCD wait for their flight-delayed doctor to arrive for their appointments, forcing them to endure each other's oddball quirks.","Un grupo de pacientes con TOC esperan a que su médico retrasado en vuelo llegue a sus citas, lo que los obliga a soportar las peculiaridades extrañas."
s3721,Movie,EVANGELION: DEATH (TRUE)²,Hideaki Anno,"Megumi Ogata, Kotono Mitsuishi, Megumi Hayashibara, Yuko Miyamura, Yuriko Yamaguchi, Fumihiko Tachiki, Motomu Kiyokawa, Koichi Yamadera, Takehito Koyasu, Hiro Yuki, Miki Nagasawa, Mugihito, Akira Ishida",Japan,"June 21, 2019",1998,TV-MA,69 min,"Action & Adventure, Anime Features, International Movies","Fifteen years after the Second Impact, apathetic teen Shinji joins his father's group NERV to fight the Angels. But the truth may destroy them all.","Quince años después del segundo impacto, el apático adolescente Shinji se une al grupo de su padre Nerv para luchar contra los ángeles.Pero la verdad puede destruirlos a todos."
s6889,Movie,Gran Torino,Clint Eastwood,"Clint Eastwood, Bee Vang, Ahney Her, Christopher Carley, John Carroll Lynch, Brian Haley, Geraldine Hughes, Brian Howe, William Hill, Dreama Walker","Germany, United States","October 1, 2020",2008,R,117 min,Dramas,A newly widowed Korean War veteran faces his racism and his past when the son of the Hmong family next door tries to steal his beloved 1972 Gran Torino.,Un recién viudo veterano de la Guerra de Corea enfrenta su racismo y su pasado cuando el hijo de la familia Hmong de al lado intenta robar a su amado Gran Torino de 1972.
s2289,Movie,Shaitan,Bejoy Nambiar,"Rajeev Khandelwal, Kalki Koechlin, Gulshan Devaiah, Shiv Pandit, Kirti Kulhari, Neil Bhoopalam, Nikhil Chinappa, Rajit Kapoor, Rajkummar Rao, Pavan Malhotra",India,"July 5, 2020",2011,TV-MA,126 min,"Action & Adventure, Dramas, Independent Movies","When they're blackmailed after a hit-and-run, a troubled rich girl and her wild friends stage a fake kidnapping with a plan to collect the ransom.","Cuando están chantajeados después de un atropello, una niña rica con problemas y sus amigos salvajes organizan un secuestro falso con un plan para recolectar el rescate."
s8107,Movie,Striptease,Andrew Bergman,"Demi Moore, Burt Reynolds, Armand Assante, Ving Rhames, Robert Patrick, Paul Guilfoyle, Jerry Grayson, Rumer Willis, Robert Stanton, William Hill",United States,"January 1, 2021",1996,R,117 min,"Comedies, Dramas",A former FBI employee works as a stripper to finance her custody battle for her daughter when a secretly shady congressman takes an interest in her.,Un ex empleado del FBI trabaja como una stripper para financiar su batalla de custodia por su hija cuando un congresista secretamente sombrío se interesa en ella.
s7404,Movie,Marauders,Steven C. Miller,"Bruce Willis, Christopher Meloni, Dave Bautista, Adrian Grenier, Johnathon Schaech, Lydia Hull, Tyler Jon Olson, Christopher Rob Bowen, Richie Chance","Canada, United States","December 1, 2020",2016,R,107 min,Action & Adventure,A series of high-stakes thefts at banks owned by a manipulative millionaire sparks an FBI agent to suspect a sinister plan behind the deadly heists.,Una serie de robos de alto riesgo en bancos propiedad de un millonario manipulador provoca un agente del FBI para sospechar un plan siniestro detrás de los atracos.
s3545,Movie,Spookley the Square Pumpkin,Bernie Denk,"Sonja Ball, Craig Francis, Rick Jones, Michel Perron, Holly Gauthier-Frankel, Norman Groulx, Terrence Scammell, Bruce Dinsmore, Jennifer Seguin",United States,"September 1, 2019",2004,G,47 min,Children & Family Movies,"When a storm terrorizes his patch, a pumpkin cast out for his shape must step up to use his smarts to save the day – and to prove himself.","Cuando una tormenta aterroriza su parche, una calabaza expulsada por su forma debe dar un paso adelante para usar su inteligencia para salvar el día y demostrar su valía."
s4468,Movie,Gun City,Dani de la Torre,"Luis Tosar, Michelle Jenner, Vicente Romero, Manolo Solo, Paco Tous, Adriana Torrebejano, Pep Tosar, Jaime Lorente, Ernesto Alterio, Fernando Cayo","Spain, France","October 31, 2018",2018,TV-MA,126 min,"Dramas, International Movies, Thrillers","In 1921 Barcelona, amid unrest between anarchists and the police, a cop plays both sides to learn who stole army weapons that could ignite a civil war.","En 1921 Barcelona, ​​en medio de disturbios entre los anarquistas y la policía, un policía juega a ambos lados para aprender quién robó armas del ejército que podrían encender una guerra civil."
s7765,TV Show,Power Rangers in Space,,"Tracy Lynn Cruz, Patricia Ja Lee, Christopher Khayman Lee, Justin Nimmo, Roger Velasco, Selwyn Ward, Melody Perkins, Paul Schrier, Jason Narvy, Mioko Fujiwara, Soichiro Hoshi, Yuji Kishimoto, Sanae Kobayashi, Tsuyoshi Takishita, Lex Lang","United States, France, Japan","January 1, 2016",1998,TV-Y7,1 Season,Kids' TV,"With the Power Chamber destroyed, former Turbo Power Rangers T.J., Cassie, Carlos and Ashley search for Zordon, who's been abducted by Dark Specter.","Con la cámara de poder destruida, los antiguos Turbo Power Rangers T.J., Cassie, Carlos y Ashley buscan a Zordon, quien ha sido secuestrado por Dark Spectre."
s5858,Movie,Kung Fu Panda: Secrets of the Scroll,Rodolphe Guenoden,"Jack Black, Dustin Hoffman, Seth Rogen, David Cross, Lucy Liu, Tara Macri, James Hong, Randall Duk Kim",United States,"March 25, 2016",2016,TV-PG,23 min,"Children & Family Movies, Comedies","When a twist of fate brings five unlikely animals together, they find that combining their unique kung fu styles as a team makes the perfect weapon!","Cuando un giro del destino reúne a cinco animales poco probables, ¡encuentran que combinar sus estilos únicos de Kung Fu como equipo es el arma perfecta!"
